name,latitude,longitude,tag
TP Bhatia College,19.2015047,72.8465779,office:educational_institution
Tahsildar Kurla (Mulund) Office,19.1759542,72.9581679,office:government
Tata Star Bazaar,19.1308584,72.8308362,shop:mall
Teen Hath Naka Station,19.1870457,72.9615868,railway:station
Tehsildar Office,19.2968346,72.8486165,office:government
Telephone Bhavan Colaba,18.9175158,72.8291232,office:government
Thakur Shopping Mall & Multiplex,19.2632484,72.8743808,shop:mall
Thakur ramnarayan college of Arts and Commerce,19.2548853,72.8663239,office:educational_institution
Thane,19.186483,72.9757664,railway:station
Thane District Collector,19.1968217,72.9786989,office:government
Thane Municipal Corporation,19.1972286,72.9671722,office:government
Thane Railway Reservation Office,19.1871453,72.9756243,office:government
Thane Vegetable Market,19.1936476,72.9769662,amenity:marketplace
The Origin International Fertility Centre,19.227965,72.9694447,amenity:hospital
The Resort,19.1743671,72.7963333,tourism:hotel
The Shipping Corporation of India Ltd.,18.9263886,72.8258506,office:government
The Somaiya School (CBSE),19.0746561,72.9002651,office:educational_institution
The Walm,19.2555018,72.9841195,tourism:attraction
Ticket Checker Office,19.227969,72.8562821,office:government
Tilak Nagar,19.0657855,72.8904702,railway:station
Tirumala Shopping Center,19.1290885,72.8279771,shop:mall
Tirupati,19.1136052,72.8804798,tourism:hotel
Topiwala Vegetable Market,19.1631662,72.8473642,amenity:marketplace
Trombay Market,19.0337238,72.9482665,amenity:marketplace
Tuesday Evening Bazaar,19.167373,72.9319705,amenity:marketplace
Tunga International,19.1154,72.872,tourism:hotel
Umbrella traders market area,18.9477466,72.8295905,amenity:marketplace
Uran City,18.8784186,72.9525001,railway:station
Utopia Garden Grove Mall,19.2209998,72.8375456,shop:mall
V MALL,19.2129955,72.8677227,shop:mall
VMall,19.2118189,72.8673877,shop:mall
VNP & RC Marg Junction,19.0526419,72.8942789,railway:station
Vadala Road,19.0161355,72.8589129,railway:station
Valnai-Meeth Chowky,19.1968293,72.8337752,railway:station
Vashi,19.0632912,72.998762,railway:station
Vashi Central,19.0672235,72.9983848,shop:mall
Vedic Park,19.1328938,72.89823,tourism:attraction
Veena Nagar Market,19.1821934,72.9456486,amenity:marketplace
Vegetable Market,19.1717451,72.9573381,amenity:marketplace
Versova,19.130252,72.8213775,railway:station
Vidhan Bhavan,18.9262554,72.8241833,office:government
Vidhan Bhavan,18.9247813,72.8254934,railway:station
Vidyavihar,19.0795422,72.8971169,railway:station
Vikhroli,19.1114795,72.928021,railway:station
Vilasrao  Deshmukh Park,19.1983821,72.8756335,leisure:park
Vile Parle,19.0999098,72.8440038,railway:station
Vivako,19.0059,72.8186,tourism:hotel
Viviana Mall,19.2087313,72.9716018,shop:mall
WMART,19.0372789,72.9322796,shop:mall
Wadala Bridge,19.0174849,72.8593168,railway:station
Wadala Depot,19.0388244,72.8740249,railway:station
Wadala Market,19.0175783,72.8547993,amenity:marketplace
Wadala RTO Office,19.034056,72.8753608,office:government
Western Express Highway,19.1158628,72.8564249,railway:station
WonderMall,19.2211332,72.9772101,shop:mall
Worli,19.0086057,72.8192741,railway:station
Worli Fort,19.0237394,72.8168371,tourism:attraction
Yashwantrao Chauhan Highschool,19.2039048,72.8424294,office:educational_institution
aditya thakrey,19.2440126,72.864726,leisure:park
al saadha,18.959709,72.8306376,amenity:marketplace
arpan nursing home,19.0693933,72.8781202,amenity:hospital
bba,19.0602605,72.9113338,amenity:hospital
bhaji & machhi market,19.0480195,72.9113379,amenity:marketplace
bhavin sir's private tution,19.2133186,72.8419585,office:educational_institution
bialbazzar,19.0924542,72.8831198,leisure:park
chanai park,19.1216305,72.8509955,leisure:park
children park,19.0786873,72.9139937,leisure:park
drd park,19.0430184,72.9115187,leisure:park
footware Market,19.0588435,72.8870646,amenity:marketplace
gr8 smile dental clinic,19.1068191,72.8507443,amenity:hospital
green park,18.9512251,72.8298996,leisure:park
hiranandani nana nani park,19.2766339,72.9834546,leisure:park
jijamata udyan,19.0704347,72.9960453,leisure:park
jonsons diagnostics,19.0501477,72.9193344,amenity:hospital
maa hospital,19.0585059,72.8904048,amenity:hospital
mahaveer hospital,19.0677525,72.9275925,amenity:hospital
muktabai hospital,19.0946018,72.9032913,amenity:hospital
nana nani park,19.1067556,72.8639564,leisure:park
new life hospital,19.0897614,72.9049996,amenity:hospital
nidan hospital,19.0924663,72.9121731,amenity:hospital
orbits mall,18.9687093,72.8073895,shop:mall
pradhnya ground,19.189328,72.8570365,leisure:park
rajaram garden,19.1358725,72.8560273,leisure:park
sacred heart boys' school,19.0741953,72.8385326,office:educational_institution
safecomputing.in,19.2259024,72.9670907,office:educational_institution
sam,19.0400958,72.9466514,leisure:park
sanjeevan hospital,19.0608709,72.9247689,amenity:hospital
santi park,19.019633,72.8628095,leisure:park
sbi,19.107091,72.8639396,leisure:park
seaview,19.0959916,72.8269037,tourism:hotel
shopping malls,19.1709667,72.8516365,shop:mall
sng paark,19.0503408,72.8914636,leisure:park
thakur,19.2537186,72.8676809,office:educational_institution
thakur ramnarayan college of Arts and Commerce,19.2537072,72.8676602,office:educational_institution
trcac,19.2547784,72.8668868,office:educational_institution
unity park,19.0450404,72.9336572,leisure:park
v care hospital intensive& unit care,19.0634778,72.8817876,amenity:hospital
western park,19.2602005,72.8598513,leisure:park
कमला नेहरू पार्क,18.9549022,72.8048874,tourism:attraction
पश्चिम रेल्वे मुख्यालय,18.9336373,72.8283172,office:government
मातोश्री टॉवर,19.0260441,72.8421832,tourism:attraction
माहीम किल्ला,19.0420113,72.8381267,tourism:attraction
"राजभवन, मुंबई",18.9410646,72.7939174,office:government
"वॉर्ड ऑफिस, दिघा",19.1800474,72.9980923,office:government
संजय गांधी राष्ट्रीय उद्यान,19.2093238,72.9163268,tourism:attraction
सायन किल्ला,19.046611,72.8676018,tourism:attraction
